player_hand,dealer_upcard,result
6H-6S,2D,1
JH-JS,KD,0
AH-AC,3S,1
JC-JS,AS,0
6S-6D,8C,0
7S-7H,2C,1
8H-8D,4S,1
4D-4C,2C,0
QS-QD,9S,0
JS-JH,5D,0
5D-5H,10H,0
QC-QS,3H,0
7H-7D,2H,1
5H-5C,5S,0
4H-4S,9C,0
AC-AH,7C,1
JS-JH,AC,0
QH-QD,8S,0
8C-8H,JC,1
7D-7H,7S,1
6S-6H,7C,0
6C-6D,5D,1
2S-2H,QC,0
6C-6D,4H,1
KD-KC,2C,0
JH-JC,4C,0
KH-KC,8H,0
6D-6H,2D,1
8H-8C,JC,1
4H-4C,4S,0
AD-AH,2S,1
7C-7D,5C,1
6D-6H,9C,0
8D-8C,5S,1
3H-3S,8C,0
5S-5H,2S,0
9C-9D,9H,1
JD-JC,6S,0
QH-QC,10D,0
4H-4C,AD,0
2H-2S,10S,0
QC-QH,4S,0
9S-9H,QC,0
3S-3D,AS,0
2S-2H,2D,1
10C-10S,5C,0
10S-10C,3H,0
5C-5S,QD,0
3S-3D,8D,0
6S-6C,2C,1
QS-QH,4H,0
KS-KH,8D,0
JH-JS,QD,0
3D-3C,QS,0
8H-8S,2H,1
5S-5D,6S,0
AS-AH,4D,1
10H-10C,JD,0
3H-3C,2H,1
9D-9C,KC,0
8S-8D,10H,1
AH-AS,KS,1
JH-JD,JS,0
QH-QC,4H,0
10H-10D,QS,0
8C-8S,2H,1
JC-JD,QS,0
JC-JD,10S,0
5D-5C,8C,0
KH-KD,9H,0
JD-JC,QD,0
7H-7D,KH,0
4C-4H,10D,0
8C-8D,7D,1
9S-9H,QD,0
3C-3H,2H,1
3H-3S,9C,0
4H-4D,JH,0
QD-QC,2S,0
AD-AC,KH,1
10H-10S,4H,0
4D-4C,7H,0
6S-6H,JC,0
8S-8H,2D,1
3D-3H,6H,1
2D-2C,7C,1
9H-9S,JS,0
JS-JD,QC,0
5S-5D,QH,0
7S-7C,9S,0
9C-9D,QD,0
5H-5C,2C,0
6D-6S,5D,1
8D-8C,JS,1
8C-8H,JS,1
9S-9H,3H,1
AD-AS,5D,1
4H-4C,KD,0
3C-3D,KH,0
QH-QS,7D,0
9C-9H,4C,1
9H-9S,4C,1
JD-JH,6C,0
JS-JH,KS,0
3S-3H,9D,0
2S-2D,JS,0
8H-8D,4H,1
10D-10H,8C,0
9C-9D,QC,0
QC-QD,KH,0
2H-2C,KC,0
AC-AS,2C,1
2C-2D,8S,0
2H-2D,5C,1
8C-8S,9S,1
8S-8C,5H,1
8C-8H,5H,1
KD-KS,QS,0
9C-9S,4C,1
5H-5C,QS,0
3D-3H,8D,0
8S-8H,3H,1
10D-10S,4C,0
5C-5D,3H,0
3H-3D,2D,1
3H-3S,2D,1
KS-KH,10S,0
6S-6H,9C,0
KD-KH,8D,0
8H-8S,7H,1
8D-8S,QH,1
4D-4S,7H,0
6S-6D,6C,1
AH-AC,JH,1
10D-10S,KS,0
3C-3D,2S,1
3H-3C,4C,1
QS-QC,8D,0
6D-6S,4H,1
6C-6S,9H,0
5S-5D,7D,0
2S-2D,6D,1
2H-2D,QD,0
10H-10S,5S,0
JH-JD,5D,0
4C-4S,7C,0
3C-3D,JS,0
8H-8S,10S,1
10D-10C,QD,0
6D-6S,KH,0
10C-10S,3C,0
AD-AH,10D,1
8H-8C,QS,1
3D-3S,9D,0
7C-7D,4H,1
4S-4H,KS,0
8D-8S,9C,1
8D-8C,9C,1
QD-QH,7D,0
6C-6D,3D,1
5C-5S,KH,0
5D-5C,9S,0
8C-8S,QC,1
KC-KD,9H,0
JD-JH,10D,0
KC-KD,3S,0
6S-6D,8D,0
KH-KD,KC,0
4S-4D,9D,0
AH-AS,3S,1
AS-AC,9H,1
7H-7D,8D,0
6D-6C,10H,0
JC-JH,AS,0
5H-5D,3H,0
JH-JC,5H,0
2D-2H,5S,1
QD-QH,5H,0
7H-7D,2S,1
6C-6D,2C,1
6C-6S,2C,1
AC-AH,QS,1
7D-7S,8C,0
JD-JH,3C,0
10S-10H,8C,0
6D-6S,10C,0
3H-3D,2C,1
6S-6D,3D,1
2D-2C,3S,1
2C-2S,3S,1
5H-5S,3H,0
KH-KC,QD,0
JH-JS,10H,0
KD-KH,QH,0
3S-3D,9S,0
10D-10H,QC,0
JC-JS,2C,0
8D-8H,QC,1
JH-JD,9D,0
2S-2H,4C,1
2S-2D,4C,1
QC-QH,6C,0
9C-9D,QS,0
JD-JS,8C,0
QC-QD,5H,0
JD-JS,4S,0
5C-5D,QC,0
4D-4H,10C,0
3C-3D,KH,0
7S-7H,9H,0
10H-10S,9S,0
3D-3S,5C,1
6H-6S,4D,1
5H-5C,JH,0
KS-KC,KH,0
JD-JS,8D,0
2S-2D,2C,1
10C-10D,7H,0
6H-6S,7S,0
10H-10S,6C,0
8D-8S,5S,1
8S-8H,5S,1
5H-5C,7D,0
5S-5D,AC,0
6S-6C,4H,1
9C-9S,AC,0
QC-QH,AD,0
5S-5D,2D,0
7D-7H,QS,0
JD-JH,8C,0
7D-7H,JD,0
2S-2D,JD,0
JC-JS,9C,0
8C-8H,QS,1
8H-8D,KC,1
6C-6D,4D,1
9S-9D,JC,0
AS-AD,3C,1
QD-QH,2H,0
6D-6H,KD,0
8C-8S,9C,1
7S-7D,2D,1
KS-KD,5S,0
3H-3C,7C,1
2C-2D,8H,0
AD-AC,JC,1
10D-10S,6H,0
10H-10S,7S,0
9C-9D,8C,1
10S-10H,8H,0
10S-10D,4H,0
2S-2C,6H,1
5D-5C,4S,0
3H-3C,5S,1
8D-8C,6C,1
9C-9H,7D,0
6D-6H,QD,0
2D-2H,6S,1
KS-KH,QC,0
10D-10S,7D,0
10D-10H,2S,0
AS-AH,KH,1
10S-10D,7H,0
6C-6H,4D,1
AD-AH,QH,1
2C-2D,5C,1
KH-KC,5H,0
10S-10C,6S,0
QD-QC,7H,0
4D-4H,9H,0
9S-9D,2D,1
2D-2C,9C,0
10C-10D,KD,0
9C-9D,QS,0
AD-AS,KD,1
JH-JD,6D,0
KH-KC,AS,0
KS-KD,4C,0
3S-3H,QH,0
7S-7C,6H,1
6S-6C,2D,1
9C-9H,QC,0
QS-QD,QH,0
4S-4H,7D,0
6C-6H,5C,1
4D-4S,9D,0
5S-5C,KS,0
5S-5H,4C,0
5H-5S,8D,0
3C-3H,JS,0
QD-QH,4D,0
JC-JS,5D,0
AS-AD,AH,1
6D-6H,4C,1
7H-7C,3S,1
6D-6H,8C,0
7C-7S,8S,0
6H-6S,10H,0
AD-AS,4H,1
4H-4S,10D,0
5D-5S,8S,0
3C-3H,QH,0
8H-8C,4H,1
4S-4D,9C,0
KS-KC,9S,0
3H-3D,JC,0
6D-6H,JH,0
5D-5S,6D,0
5S-5H,10S,0
QD-QS,KH,0
5C-5S,2S,0
KC-KH,JC,0
3C-3H,6S,1
2S-2D,JS,0
5C-5S,8H,0
7S-7H,JC,0
2S-2D,3D,1
10H-10S,9C,0
2S-2H,9S,0
7C-7S,7D,1
3H-3C,7C,1
4C-4D,9S,0
7S-7H,4H,1
2S-2D,5H,1
AD-AC,4D,1
KH-KS,10S,0
6C-6H,4D,1
6H-6S,4D,1
KC-KS,5C,0
9H-9S,KC,0
9C-9S,AD,0
JD-JH,8D,0
2H-2D,AH,0
6C-6S,JS,0
AD-AS,3C,1
9D-9S,7C,0
6C-6S,KD,0
JC-JS,2C,0
5D-5S,5H,0
5H-5D,KD,0
7H-7D,KD,0
6H-6S,AD,0
2H-2S,4H,1
8D-8C,AC,1
3C-3H,2S,1
3C-3D,2S,1
8D-8C,6C,1
JD-JC,3C,0
7S-7D,2D,1
AD-AS,6S,1
4D-4H,6D,1
3C-3D,10C,0
10H-10S,10C,0
AH-AS,JS,1
9H-9C,KC,0
5S-5C,6D,0
5H-5C,QS,0
3S-3H,3D,1
6D-6S,4S,1
AD-AC,10H,1
AC-AH,9H,1
4D-4H,8S,0
4C-4D,4H,0
4D-4H,8S,0
5D-5H,AD,0
6S-6D,7C,0
10H-10D,2C,0
AS-AD,5D,1
7D-7C,10C,0
2S-2C,8D,0
QH-QS,5H,0
9H-9C,QC,0
QS-QD,5C,0
2C-2H,QH,0
2H-2S,3H,1
4S-4C,4D,0
10H-10C,9C,0
8H-8C,6S,1
AH-AC,5D,1
QS-QH,JH,0
10D-10S,5S,0
AH-AD,6H,1
6S-6H,9D,0
2S-2C,7D,1
5S-5D,2S,0
AC-AH,10S,1
9H-9D,JC,0
6S-6C,AH,0
2S-2D,4D,1
4C-4H,3S,0
4C-4S,9H,0
9H-9C,3D,1
7D-7C,9C,0
JS-JC,8D,0
7H-7C,QH,0
QD-QS,8C,0
5C-5D,7H,0
9S-9H,9D,1
3S-3C,7S,1
3S-3D,6C,1
5H-5S,6S,0
8D-8H,9S,1
QH-QS,6D,0
AH-AD,5S,1
9D-9C,AH,0
5C-5S,QD,0
JD-JH,9C,0
10H-10C,5S,0
8D-8H,9S,1
3H-3C,10H,0
5S-5C,2C,0
7D-7S,7H,1
3C-3S,AH,0
6H-6S,6C,1
4S-4C,JH,0
9S-9C,2D,1
9S-9H,2D,1
AS-AH,4C,1
JS-JH,2C,0
7H-7S,QC,0
QD-QC,JC,0
QC-QS,9D,0
9C-9H,10C,0
6H-6C,10S,0
6H-6C,8C,0
2H-2S,8S,0
10C-10H,3C,0
2H-2D,4C,1
2D-2S,4C,1
10D-10H,7C,0
QS-QD,AH,0
4C-4S,6C,1
4C-4S,9D,0
8H-8D,KH,1
KC-KS,3C,0
6C-6D,4C,1
AD-AS,5C,1
9D-9S,KS,0
2D-2S,AH,0
QC-QH,JS,0
8H-8D,QS,1
8H-8C,QS,1
5H-5D,10C,0
QS-QD,4C,0
4H-4D,JS,0
7S-7C,5D,1
JC-JD,8D,0
6D-6H,3C,1
7D-7C,7S,1
AC-AD,8S,1
10H-10S,6S,0
KD-KS,QC,0
5C-5H,4S,0
9D-9S,3D,1
3C-3H,7H,1
7S-7C,5H,1
7D-7C,AS,0
7C-7S,KS,0
7D-7C,9D,0
5C-5S,3D,0
7D-7S,6C,1
5C-5D,9D,0
5C-5S,10S,0
9C-9S,7D,0
7H-7C,10D,0
AD-AS,7H,1
AC-AS,10S,1
QC-QH,10C,0
AC-AS,8S,1
3D-3C,6C,1
3C-3H,6C,1
7D-7C,6C,1
8S-8D,QH,1
3H-3D,7D,1
AH-AD,7S,1
2D-2S,5C,1
2D-2S,KS,0
3S-3H,8H,0
7C-7D,3S,1
KC-KH,4D,0
JS-JC,5D,0
8C-8H,9C,1
10C-10S,QH,0
4H-4S,10C,0
4C-4D,KH,0
2C-2D,QD,0
AS-AD,5C,1
7S-7C,KS,0
5H-5S,10H,0
4D-4C,6D,1
AC-AH,9S,1
10D-10S,3S,0
QD-QC,AC,0
3D-3C,QS,0
KC-KH,AC,0
9S-9C,2C,1
9S-9C,5D,1
2H-2D,10H,0
8H-8C,2C,1
QC-QH,8C,0
5C-5S,QD,0
4D-4C,2S,0
7S-7H,3C,1
7H-7S,10H,0
7D-7S,3C,1
JD-JH,2S,0
9S-9C,4C,1
QH-QD,4D,0
KS-KD,AD,0
2H-2S,2C,1
6H-6D,3S,1
10C-10S,QD,0
5H-5D,4S,0
9S-9D,2D,1
AC-AH,2D,1
AC-AS,2S,1
9S-9D,2S,1
3C-3S,JS,0
8H-8S,7H,1
6H-6D,3D,1
2S-2H,10C,0
8S-8C,KD,1
KD-KH,5S,0
3C-3H,6S,1
JD-JH,6D,0
7H-7S,KD,0
10H-10D,JH,0
QD-QS,KH,0
8H-8S,3D,1
AC-AD,8H,1
8C-8H,AC,1
2S-2H,8C,0
QS-QH,8C,0
QC-QD,6H,0
6C-6S,9D,0
5D-5S,QD,0
2H-2S,5S,1
KC-KD,9S,0
KS-KD,JC,0
7D-7S,6S,1
7C-7D,2S,1
JD-JS,10D,0
9C-9H,6H,1
9S-9D,AD,0
10C-10S,9H,0
5S-5C,10C,0
6S-6C,2S,1
10S-10H,8H,0
AS-AD,7C,1
7C-7D,5H,1
AC-AH,JC,1
4H-4S,10D,0
7C-7D,9C,0
JS-JH,4S,0
AH-AC,KS,1
AD-AH,3S,1
2C-2D,5S,1
2D-2H,2C,1
7S-7D,10H,0
9D-9H,8S,1
8H-8S,JD,1
5S-5H,3C,0
7D-7C,10D,0
QC-QS,2S,0
10D-10H,2S,0
3S-3C,4C,1
5S-5H,7C,0
QD-QH,8C,0
9D-9H,QH,0
6D-6S,AH,0
5C-5S,JH,0
KD-KS,10C,0
2H-2D,3C,1
AH-AC,3C,1
AS-AH,6D,1
6H-6C,10S,0
6S-6C,JD,0
JS-JH,2C,0
AD-AH,QD,1
3D-3S,QC,0
10C-10H,8H,0
9S-9C,4D,1
KC-KH,8D,0
2S-2D,2C,1
QC-QH,2C,0
6H-6S,2D,1
JD-JC,KC,0
6D-6H,7C,0
9H-9S,AC,0
3D-3H,7D,1
10C-10D,4D,0
9C-9H,5C,1
8S-8D,QS,1
6C-6S,4S,1
6C-6D,4S,1
8D-8C,7S,1
9C-9H,3H,1
6S-6C,5C,1
2D-2S,6H,1
JC-JD,6H,0
7D-7S,8H,0
KC-KD,9S,0
KD-KC,7D,0
2H-2D,8C,0
9D-9C,2H,1
JS-JC,QC,0
4S-4D,2H,0
3H-3S,6H,1
6C-6D,10S,0
JC-JD,6S,0
8D-8S,7C,1
8C-8S,KD,1
8H-8S,JD,1
10D-10S,7S,0
4C-4H,4S,0
2S-2C,7H,1
2C-2D,JD,0
JD-JH,6C,0
10D-10C,3D,0
3S-3H,10S,0
6S-6C,KH,0
AC-AD,9H,1
JD-JH,10C,0
AD-AC,6D,1
4C-4H,7C,0
9S-9H,3C,1
QD-QH,KH,0
5C-5S,KH,0
8D-8C,3H,1
6S-6H,QC,0
4C-4D,3D,0
6C-6H,5C,1
7S-7D,8S,0
3H-3D,6H,1
5H-5D,KS,0
3H-3D,6C,1
10C-10D,QC,0
3C-3D,4S,1
2D-2S,6H,1
10S-10D,5H,0
4C-4H,QH,0
4C-4H,8H,0
4S-4H,KD,0
6H-6D,7H,0
JH-JC,6S,0
3D-3H,AH,0
7D-7S,8S,0
2S-2D,10H,0
3D-3H,KH,0
9H-9S,10D,0
7S-7C,2S,1
6S-6D,QC,0
8D-8H,9S,1
5H-5S,4H,0
7C-7H,3S,1
4S-4D,QC,0
10S-10C,8S,0
AD-AC,10S,1
QD-QH,3S,0
2C-2S,6C,1
5H-5C,JH,0
3H-3S,6C,1
8C-8D,5C,1
6S-6H,6D,1
10H-10C,7S,0
7C-7D,JD,0
KD-KC,9H,0
6C-6D,3C,1
JD-JH,QC,0
JC-JH,KS,0
4H-4D,2S,0
3H-3D,QH,0
AD-AH,10C,1
4C-4S,3C,0
4D-4S,2S,0
AC-AD,10D,1
8C-8D,7S,1
4S-4H,QS,0
QS-QC,6S,0
10H-10D,AD,0
10H-10D,7S,0
7H-7S,4C,1
JS-JH,3H,0
9D-9C,KH,0
QH-QC,3S,0
KC-KD,JS,0
7H-7D,5H,1
AC-AD,3S,1
6H-6C,10D,0
JS-JD,KS,0
9H-9D,AD,0
10D-10C,QH,0
8H-8S,2H,1
2D-2S,2H,1
10H-10C,5C,0
10D-10H,KD,0
QD-QS,9C,0
3S-3C,7H,1
2C-2H,QS,0
QC-QH,2C,0
4D-4S,QD,0
10D-10C,10H,0
4S-4H,QD,0
JH-JC,5C,0
10S-10D,AS,0
9C-9S,KC,0
10H-10S,5H,0
6D-6S,2S,1
3S-3H,8D,0
8H-8S,9H,1
10D-10C,JC,0
6D-6C,7H,0
5S-5H,9C,0
10C-10S,5S,0
KC-KH,2H,0
JS-JH,JC,0
8H-8S,QD,1
3H-3D,QS,0
4H-4C,KD,0
10D-10C,9D,0
JH-JS,KH,0
8S-8C,5H,1
4C-4H,AS,0
AC-AS,2H,1
2D-2H,8C,0
5S-5H,9H,0
10S-10D,8S,0
5H-5D,8S,0
6H-6S,8S,0
2S-2H,JC,0
5H-5D,9D,0
4C-4D,8S,0
5C-5S,2S,0
3H-3D,5C,1
5D-5H,QH,0
JD-JH,6D,0
9C-9H,AH,0
8D-8H,4D,1
KD-KH,2S,0
6C-6D,AS,0
10S-10H,AD,0
6C-6H,8C,0
JH-JC,QC,0
7S-7D,QS,0
8S-8D,QS,1
JS-JD,2S,0
6H-6S,2H,1
2D-2S,3H,1
5S-5C,JS,0
2S-2D,8C,0
AS-AH,8H,1
2C-2S,JH,0
7H-7S,3D,1
6H-6D,QD,0
8D-8H,10S,1
8D-8S,10S,1
8H-8C,10S,1
JD-JC,4D,0
JC-JH,QD,0
3H-3S,8S,0
9S-9C,9D,1
AD-AH,4D,1
JH-JC,4D,0
10C-10D,4D,0
2C-2D,4S,1
7C-7H,2S,1
QS-QD,QH,0
JH-JD,3S,0
JD-JH,4S,0
QH-QS,3S,0
10H-10S,KC,0
7S-7H,9H,0
8S-8H,AH,1
9D-9C,3C,1
7D-7S,8S,0
2C-2S,6S,1
AC-AH,9H,1
6C-6D,KH,0
8D-8C,6S,1
8S-8H,KH,1
QD-QS,4S,0
8D-8S,2H,1
10H-10D,6D,0
6S-6H,QH,0
8C-8H,3H,1
6C-6H,JH,0
KD-KH,8C,0
QD-QC,10H,0
3C-3S,4C,1
5S-5C,3C,0
3D-3S,KH,0
2C-2H,JH,0
AD-AH,AS,1
QS-QD,8S,0
3H-3C,6S,1
7C-7D,5S,1
5C-5D,6D,0
10C-10H,QC,0
KS-KC,QS,0
KH-KD,KC,0
AC-AS,8H,1
7C-7D,JD,0
AH-AS,JD,1
7S-7C,8C,0
AD-AS,8S,1
8D-8C,KC,1
AD-AH,JC,1
3S-3D,KS,0
JS-JC,4H,0
10C-10D,KH,0
KS-KH,AC,0
JD-JH,10C,0
10D-10S,KH,0
4H-4S,9D,0
7C-7D,8D,0
3H-3C,JH,0
5D-5S,6C,0
4C-4D,QC,0
AH-AD,4H,1
AS-AH,5S,1
9C-9S,AC,0
JC-JD,6C,0
10C-10S,7S,0
2H-2D,KC,0
3S-3D,2D,1
AH-AS,QS,1
10H-10D,2D,0
5C-5S,4C,0
QC-QS,9S,0
9C-9S,8C,1
8S-8C,QD,1
2C-2D,5S,1
2D-2H,5S,1
2S-2C,6C,1
6C-6H,KS,0
6D-6S,7S,0
9D-9C,QH,0
QD-QS,6H,0
QD-QH,3H,0
AH-AC,5D,1
AS-AD,AH,1
JC-JS,9C,0
10S-10C,QD,0
8H-8C,4H,1
7S-7H,6D,1
9H-9S,3H,1
6H-6D,KD,0
3D-3H,10S,0
QH-QC,5C,0
5C-5S,3C,0
10D-10C,2C,0
2S-2D,2C,1
3C-3D,AS,0
2S-2D,8H,0
2D-2C,4H,1
2H-2D,4C,1
2D-2C,4H,1
3H-3C,7D,1
10C-10S,5D,0
KC-KS,QC,0
3H-3S,QS,0
3D-3H,6D,1
3H-3S,8D,0
10S-10H,7C,0
6H-6C,KC,0
8S-8H,8D,1
9D-9H,4D,1
9H-9C,8H,1
QS-QH,6D,0
2C-2D,5D,1
AH-AC,9D,1
QC-QS,KH,0
2C-2D,9D,0
QC-QD,6H,0
10S-10C,8D,0
2C-2D,KH,0
AH-AC,JD,1
7H-7S,6S,1
4C-4S,QC,0
KS-KC,8C,0
QD-QH,AD,0
7D-7C,7S,1
4H-4D,3C,0
5C-5S,10C,0
7S-7D,4S,1
7C-7H,3S,1
JH-JD,AD,0
6H-6C,7S,0
8S-8C,2H,1
9H-9D,3H,1
2S-2H,5C,1
7S-7H,3D,1
7S-7C,6D,1
6H-6S,6D,1
KS-KC,QC,0
5C-5D,9D,0
7S-7D,JH,0
QS-QH,4S,0
9D-9C,QC,0
4H-4C,QC,0
2D-2S,5C,1
4S-4C,3D,0
3H-3C,10S,0
JH-JD,6D,0
QC-QH,7D,0
KH-KD,9D,0
4H-4D,3S,0
9S-9D,QH,0
JD-JS,QD,0
8D-8C,KC,1
10C-10H,8C,0
3S-3D,3H,1
QH-QD,2S,0
2S-2D,5H,1
JC-JH,QD,0
10H-10C,JC,0
AS-AD,3H,1
KD-KS,5H,0
AS-AC,6S,1
8S-8C,2D,1
2C-2D,2S,1
QD-QC,3H,0
AS-AD,9S,1
2C-2D,KH,0
3D-3C,KH,0
JS-JH,9C,0
9C-9H,5S,1
3D-3C,3H,1
5C-5H,8S,0
2H-2D,QD,0
4S-4H,AS,0
JS-JH,4C,0
4D-4S,7H,0
QS-QD,7H,0
QH-QS,KD,0
3S-3C,10D,0
9D-9S,KC,0
JH-JD,5H,0
KD-KH,9H,0
JS-JC,9S,0
2S-2H,AH,0
4D-4C,JD,0
2D-2H,5H,1
5S-5C,10D,0
5S-5D,2H,0
10D-10H,KD,0
AD-AH,QS,1
3S-3C,JS,0
7S-7D,5C,1
2S-2H,10S,0
6D-6C,8S,0
10C-10H,AS,0
AS-AD,AC,1
9C-9S,10D,0
10S-10D,JD,0
10S-10C,QH,0
QS-QC,7D,0
QC-QH,10C,0
4S-4H,3D,0
4C-4H,8S,0
10H-10D,4S,0
8H-8C,JS,1
AC-AD,10D,1
7S-7C,8S,0
10H-10D,2H,0
2D-2S,5S,1
10C-10D,KC,0
JD-JH,6C,0
7S-7H,10C,0
2H-2S,AH,0
JC-JS,7D,0
6C-6D,QC,0
QC-QH,3S,0
5C-5S,5H,0
9H-9D,10H,0
QC-QD,JS,0
JC-JD,JH,0
QC-QH,6D,0
AH-AC,4C,1
4H-4D,AC,0
5D-5H,JH,0
5D-5H,7H,0
10S-10H,3C,0
JS-JH,7D,0
QC-QD,9H,0
5D-5S,KS,0
10C-10S,5C,0
4C-4S,2D,0
JD-JH,3S,0
10H-10D,JD,0
7H-7D,5H,1
2S-2H,8H,0
JC-JD,9H,0
3C-3S,7S,1
6C-6H,5D,1
AD-AC,JS,1
7H-7C,4D,1
10D-10H,5H,0
4H-4D,KH,0
2C-2H,7C,1
AH-AS,4C,1
7H-7D,4D,1
4D-4C,KS,0
4H-4C,AC,0
4S-4H,JD,0
10S-10H,JD,0
8H-8S,5H,1
QH-QC,9S,0
7D-7C,2H,1
5S-5D,8S,0
4C-4S,AD,0
2C-2H,KC,0
AS-AD,6S,1
8S-8H,7C,1
JH-JS,5C,0
6C-6S,8D,0
JD-JS,3S,0
9H-9S,7H,0
2C-2D,5H,1
JS-JH,4H,0
9C-9D,2H,1
9D-9H,3S,1
10D-10S,9C,0
8H-8C,6S,1
JH-JD,10D,0
4S-4H,3H,0
JH-JS,7D,0
7C-7S,6S,1
5D-5S,QC,0
5S-5C,4S,0
3H-3D,JC,0
4S-4H,5S,1
JS-JD,8H,0
3C-3D,5C,1
6S-6C,JD,0
KH-KD,10C,0
8D-8H,JS,1
7S-7H,JC,0
5H-5S,AS,0
9C-9H,10S,0
QC-QS,2S,0
3C-3S,AH,0
3H-3C,6C,1
KH-KS,9S,0
AH-AS,QS,1
7D-7C,3H,1
AD-AC,7S,1
AH-AS,6H,1
10C-10H,4S,0
2H-2D,AS,0
AS-AD,AC,1
AD-AS,KD,1
3H-3D,7D,1
7C-7S,9C,0
6C-6D,3S,1
3C-3H,4C,1
AS-AD,10H,1
9D-9C,9S,1
KC-KS,AH,0
2H-2D,9S,0
8D-8S,7D,1
2D-2H,AH,0
3S-3D,2D,1
3C-3D,AD,0
KD-KC,JS,0
2H-2D,3H,1
5S-5D,AD,0
2H-2S,5S,1
3D-3C,QD,0
6C-6S,QH,0
7C-7S,10D,0
3S-3H,AD,0
2S-2D,JS,0
8D-8C,10C,1
JH-JS,10D,0
7C-7H,10S,0
2H-2C,6D,1
10H-10D,KS,0
KD-KS,JD,0
8C-8H,KC,1
8C-8S,9C,1
JS-JD,5S,0
8D-8H,10S,1
KD-KC,8S,0
2D-2C,9H,0
KS-KH,8S,0
8C-8D,KC,1
8H-8S,KC,1
4C-4S,AS,0
5H-5C,QS,0
3D-3C,9S,0
6H-6S,9S,0
6S-6C,JD,0
KC-KH,9C,0
JH-JC,10D,0
2C-2S,4H,1
2H-2D,4C,1
KC-KH,5H,0
6C-6H,4D,1
6H-6D,4D,1
QH-QC,8S,0
2H-2S,KS,0
4C-4D,AD,0
5H-5D,10S,0
9C-9S,7C,0
AS-AH,5D,1
JH-JD,9H,0
3S-3H,4S,1
2C-2S,QD,0
4D-4C,KS,0
2C-2S,KC,0
10S-10D,KC,0
QC-QS,KH,0
9D-9H,QH,0
KC-KH,3H,0
JH-JD,2C,0
JD-JS,6S,0
9C-9H,2C,1
5D-5S,2C,0
2D-2H,7S,1
2D-2C,7S,1
AD-AH,10S,1
3H-3S,6C,1
8C-8S,8D,1
5C-5H,JC,0
2D-2S,6S,1
KS-KD,AH,0
6D-6H,6C,1
2D-2C,9S,0
8H-8S,10H,1
8H-8S,JH,1
10S-10D,4H,0
8H-8D,KS,1
AC-AS,7C,1
QD-QC,5D,0
QH-QS,4D,0
3S-3H,4H,1
9S-9C,10C,0
2H-2D,3S,1
5D-5C,4D,0
4D-4C,6C,1
8D-8C,9C,1
10H-10S,8C,0
JD-JS,KD,0
8H-8S,9S,1
KH-KS,JD,0
5S-5C,10H,0
10C-10D,8D,0
AD-AH,9D,1
JD-JH,QH,0
6H-6C,QC,0
QC-QS,7D,0
2D-2S,5H,1
3S-3D,7D,1
2D-2S,8H,0
KC-KD,7H,0
3S-3H,9C,0
9H-9D,QH,0
3C-3D,KD,0
6H-6C,8C,0
2S-2H,7H,1
7D-7C,7H,1
8H-8S,7H,1
7C-7S,8H,0
4C-4D,KD,0
7S-7H,8D,0
2C-2D,KC,0
6D-6H,5S,1
9H-9S,10D,0
6S-6H,8D,0
QS-QH,9S,0
5D-5S,8D,0
5H-5S,7H,0
10H-10D,JH,0
3H-3S,7H,1
9H-9S,2C,1
KC-KD,7C,0
2D-2H,AH,0
3D-3H,10S,0
4H-4C,10S,0
QS-QD,4S,0
8D-8S,QS,1
AS-AH,8C,1
8D-8C,4C,1
AS-AH,7C,1
6S-6C,8C,0
6C-6H,4H,1
4C-4H,JH,0
QD-QC,9H,0
10C-10S,AC,0
4D-4C,QH,0
9H-9D,5C,1
QH-QD,6D,0
2H-2C,10S,0
7D-7C,6D,1
10D-10C,7S,0
6D-6S,10D,0
KD-KH,8D,0
QD-QH,9H,0
5S-5D,3S,0
JC-JS,10H,0
7C-7D,8D,0
2D-2C,QC,0
10D-10H,8H,0
4D-4C,10S,0
3C-3H,QD,0
8C-8S,7C,1
4H-4C,KS,0
9H-9C,6H,1
QH-QC,4H,0
4C-4D,6S,1
2C-2S,8S,0
3C-3D,6D,1
7D-7S,2S,1
6D-6H,4S,1
KS-KC,2S,0
9S-9H,6D,1
8D-8C,7S,1
JS-JC,9C,0
4S-4C,10C,0
9H-9S,9D,1
7H-7S,6H,1
2D-2H,4S,1
AD-AH,6C,1
10D-10H,7H,0
9D-9C,8H,1
9C-9H,8H,1
10S-10C,AD,0
4C-4H,8H,0
KC-KD,QD,0
JH-JD,4C,0
4H-4S,2H,0
8C-8S,7D,1
JC-JD,5C,0
4C-4S,5H,1
4H-4D,AD,0
7H-7C,2C,1
9C-9H,KS,0
JH-JS,8H,0
7S-7H,4D,1
10H-10D,8C,0
3D-3S,8S,0
6H-6D,JS,0
8H-8S,KH,1
AS-AH,QC,1
5S-5C,2C,0
10S-10C,JD,0
2C-2H,10S,0
4D-4H,JD,0
AH-AC,7C,1
7D-7H,AD,0
KS-KH,5D,0
QD-QC,AD,0
7H-7D,5C,1
6D-6H,4H,1
4H-4D,6C,1
4C-4D,7S,0
AS-AC,KS,1
8D-8H,9S,1
JC-JS,AH,0
9C-9H,2H,1
5D-5S,2H,0
JH-JS,QH,0
9C-9D,9H,1
7H-7D,KS,0
KD-KH,3D,0
5C-5S,9D,0
3H-3S,10S,0
2H-2S,JS,0
10C-10H,4S,0
2H-2C,KD,0
